,season,market,name,alias,current_division,wins,losses,ties,pct
0,2013,,,,,0,8,0,0.0
1,2013,,,,,2,10,0,0.2
2,2013,,,,,1,11,0,0.09090909090909091
3,2013,Lane College,,,,3,20,0,0.15
4,2013,Nyack College,,,,10,16,0,0.625
5,2013,Barton College,,,,17,11,0,1.5454545454545454
6,2013,Lynn University,,,,9,18,0,0.5
7,2013,Post University,,,,11,16,0,0.6875
8,2013,Rollins College,,,,14,13,0,1.0769230769230769
9,2013,Shaw University,,,,10,17,0,0.5882352941176471
10,2013,Barry University,,,,19,9,0,2.111111111111111
11,2013,Benedict College,,,,17,11,0,1.5454545454545454
12,2013,Drury University,,,,28,4,0,7.0
13,2013,Felician College,,,,6,20,0,0.3
14,2013,Le Moyne College,,,,17,12,0,1.4166666666666667
15,2013,Lewis University,,,,21,6,0,3.5
16,2013,Walsh University,,,,22,6,0,3.6666666666666665
17,2013,Gannon University,,,,20,10,0,2.0
18,2013,Merrimack College,,,,9,17,0,0.5294117647058824
19,2013,Stonehill College,,,,8,18,0,0.4444444444444444
20,2013,Adelphi University,,,,5,21,0,0.23809523809523808
21,2013,Ashland University,,,,11,15,0,0.7333333333333333
22,2013,Assumption College,,,,7,19,0,0.3684210526315789
23,2013,Augusta University,,,,24,8,0,3.0
24,2013,Bentley University,,,,18,11,0,1.6363636363636365
25,2013,Bloomfield College,,,,21,9,0,2.3333333333333335
26,2013,Concord University,,,,8,21,0,0.38095238095238093
27,2013,Harding University,,,,15,15,0,1.0
28,2013,Livingstone College,,,,21,8,0,2.625
29,2013,Shepherd University,,,,20,10,0,2.0
30,2013,Saint Anselm College,,,,22,8,0,2.75
31,2013,Saint Leo University,,,,24,9,0,2.6666666666666665
32,2013,Bellarmine University,,,,23,8,0,2.875
33,2013,Lindenwood University,,,,11,19,0,0.5789473684210527
34,2013,Mercyhurst University,,,,17,12,0,1.4166666666666667
35,2013,University of Findlay,,,,24,6,0,4.0
36,2013,Upper Iowa University,,,,16,14,0,1.1428571428571428
37,2013,Delta State University,,,,26,7,0,3.7142857142857144
38,2013,Holy Family University,,,,21,10,0,2.1
39,2013,Long Island University,,,,17,12,0,1.4166666666666667
40,2013,Minot State University,,,,8,19,0,0.42105263157894735
41,2013,Glenville State College,,,,18,11,0,1.6363636363636365
42,2013,Lenoir-Rhyne University,,,,16,11,0,1.4545454545454546
43,2013,Saint Michael's College,,,,18,9,0,2.0
44,2013,Simon Fraser University,,,,10,16,0,0.625
45,2013,St. Augustine's College,,,,13,16,0,0.8125
46,2013,University of New Haven,,,,21,9,0,2.3333333333333335
47,2013,West Liberty University,,,,31,4,0,7.75
48,2013,Winona State University,,,,26,8,0,3.25
49,2013,Bemidji State University,,,,18,9,0,2.0
50,2013,Carson-Newman University,,,,19,9,0,2.111111111111111
51,2013,Clark Atlanta University,,,,15,12,0,1.25
52,2013,Colorado School of Mines,,,,25,5,0,5.0
53,2013,Davis and Elkins College,,,,13,17,0,0.7647058823529411
54,2013,Florida Southern College,,,,26,5,0,5.2
55,2013,University of Bridgeport,,,,18,11,0,1.6363636363636365
56,2013,University of Montevallo,,,,26,6,0,4.333333333333333
57,2013,Academy of Art University,,,,6,21,0,0.2857142857142857
58,2013,Fairmont State University,,,,20,10,0,2.0
59,2013,Georgian Court University,,,,2,24,0,0.08333333333333333
60,2013,Humboldt State University,,,,11,17,0,0.6470588235294118
61,2013,Kentucky Wesleyan College,,,,22,9,0,2.4444444444444446
62,2013,Northern State University,,,,18,11,0,1.6363636363636365
63,2013,Tarleton State University,,,,28,3,0,9.333333333333334
64,2013,University of Sioux Falls,,,,15,12,0,1.25
65,2013,Valdosta State University,,,,16,12,0,1.3333333333333333
66,2013,Virginia State University,,,,14,13,0,1.0769230769230769
67,2013,West Texas A&M University,,,,10,17,0,0.5882352941176471
68,2013,Pittsburg State University,,,,8,18,0,0.4444444444444444
69,2013,Seattle Pacific University,,,,26,6,0,4.333333333333333
70,2013,St. Cloud State University,,,,20,8,0,2.5
71,2013,University of Indianapolis,,,,24,5,0,4.8
72,2013,University of West Florida,,,,7,20,0,0.35
73,2013,University of West Georgia,,,,18,12,0,1.5
74,2013,Wheeling Jesuit University,,,,15,13,0,1.1538461538461537
75,2013,Dixie State College of Utah,,,,21,7,0,3.0
76,2013,Johnson C. Smith University,,,,18,12,0,1.5
77,2013,Lincoln Memorial University,,,,28,3,0,9.333333333333334
78,2013,Alderson-Broaddus University,,,,24,5,0,4.8
79,2013,Concordia College (New York),,,,5,21,0,0.23809523809523808
80,2013,Dominican College (New York),,,,18,10,0,1.8
81,2013,Southwest Baptist University,,,,14,15,0,0.9333333333333333
82,2013,California Baptist University,,,,24,4,0,6.0
83,2013,Christian Brothers University,,,,18,11,0,1.6363636363636365
84,2013,Grand Valley State University,,,,19,8,0,2.375
85,2013,Oklahoma Christian University,,,,10,17,0,0.5882352941176471
86,2013,Texas A&M University-Commerce,,,,19,9,0,2.111111111111111
87,2013,Washburn University of Topeka,,,,17,10,0,1.7
88,2013,Western Washington University,,,,20,8,0,2.5
89,2013,American International College,,,,9,19,0,0.47368421052631576
90,2013,Lake Superior State University,,,,27,6,0,4.5
91,2013,Queens University of Charlotte,,,,14,13,0,1.0769230769230769
92,2013,University of Alaska Fairbanks,,,,18,10,0,1.8
93,2013,University of Central Missouri,,,,30,5,0,6.0
94,2013,University of Central Oklahoma,,,,20,10,0,2.0
95,2013,University of Southern Indiana,,,,25,6,0,4.166666666666667
96,2013,West Virginia State University,,,,13,14,0,0.9285714285714286
97,2013,Winston-Salem State University,,,,18,11,0,1.6363636363636365
98,2013,Saginaw Valley State University,,,,9,17,0,0.5294117647058824
99,2013,Augustana College (South Dakota),,,,16,14,0,1.1428571428571428
100,2013,Colorado State University-Pueblo,,,,15,12,0,1.25
101,2013,Lincoln University (Pennsylvania),,,,20,9,0,2.2222222222222223
102,2013,Michigan Technological University,,,,24,8,0,3.0
103,2013,Southern New Hampshire University,,,,16,11,0,1.4545454545454546
104,2013,University of Nebraska at Kearney,,,,15,13,0,1.1538461538461537
105,2013,Wayne State University (Michigan),,,,12,13,0,0.9230769230769231
106,2013,"California State University, Chico",,,,25,8,0,3.125
107,2013,Clarion University of Pennsylvania,,,,5,20,0,0.25
108,2013,Dominican University of California,,,,22,8,0,2.75
109,2013,Georgia College & State University,,,,10,16,0,0.625
110,2013,Indiana University of Pennsylvania,,,,24,5,0,4.8
111,2013,University of South Carolina Aiken,,,,33,4,0,8.25
112,2013,Edinboro University of Pennsylvania,,,,10,16,0,0.625
113,2013,Kutztown University of Pennsylvania,,,,10,17,0,0.5882352941176471
114,2013,Minnesota State University Moorhead,,,,21,8,0,2.625
115,2013,"Minnesota State University, Mankato",,,,30,5,0,6.0
116,2013,Northwest Missouri State University,,,,24,9,0,2.6666666666666665
117,2013,"University of Pittsburgh, Johnstown",,,,13,13,0,1.0
118,2013,Bloomsburg University of Pennsylvania,,,,16,12,0,1.3333333333333333
119,2013,California University of Pennsylvania,,,,11,16,0,0.6875
120,2013,Lock Haven University of Pennsylvania,,,,17,10,0,1.7
121,2013,Southern Connecticut State University,,,,30,3,0,10.0
122,2013,University of the District of Columbia,,,,3,23,0,0.13043478260869565
123,2013,"California State University, Stanislaus",,,,23,9,0,2.5555555555555554
124,2013,Shippensburg University of Pennsylvania,,,,3,23,0,0.13043478260869565
125,2013,West Chester University of Pennsylvania,,,,20,10,0,2.0
126,2013,Slippery Rock University of Pennsylvania,,,,20,11,0,1.8181818181818181
127,2013,University of Charleston (West Virginia),,,,21,9,0,2.3333333333333335
128,2013,University of North Carolina at Pembroke,,,,14,15,0,0.9333333333333333
129,2013,"California State University, San Bernardino",,,,24,5,0,4.8
130,2013,East Stroudsburg University of Pennsylvania,,,,30,2,0,15.0
131,2013,"California State Polytechnic University, Pomona",,,,22,7,0,3.142857142857143
132,2013,,,,,28,2,0,14.0
133,2013,,,,,25,2,0,12.5
134,2013,,,,,26,3,0,8.666666666666666
135,2013,,,,,26,3,0,8.666666666666666
136,2013,,,,,24,3,0,8.0
137,2013,,,,,27,4,0,6.75
138,2013,,,,,29,4,0,7.25
139,2013,,,,,26,4,0,6.5
140,2013,,,,,24,4,0,6.0
141,2013,,,,,24,4,0,6.0
142,2013,,,,,28,5,0,5.6
143,2013,,,,,24,5,0,4.8
144,2013,,,,,22,5,0,4.4
145,2013,,,,,27,5,0,5.4
146,2013,,,,,24,5,0,4.8
147,2013,,,,,25,5,0,5.0
148,2013,,,,,19,6,0,3.1666666666666665
149,2013,,,,,21,6,0,3.5
150,2013,,,,,24,6,0,4.0
151,2013,,,,,19,6,0,3.1666666666666665
152,2013,,,,,19,6,0,3.1666666666666665
153,2013,,,,,22,6,0,3.6666666666666665
154,2013,,,,,22,6,0,3.6666666666666665
155,2013,,,,,24,6,0,4.0
156,2013,,,,,20,6,0,3.3333333333333335
157,2013,,,,,20,6,0,3.3333333333333335
158,2013,,,,,22,7,0,3.142857142857143
159,2013,,,,,20,7,0,2.857142857142857
160,2013,,,,,20,7,0,2.857142857142857
161,2013,,,,,22,7,0,3.142857142857143
162,2013,,,,,19,7,0,2.7142857142857144
163,2013,,,,,19,7,0,2.7142857142857144
164,2013,,,,,22,7,0,3.142857142857143
165,2013,,,,,24,7,0,3.4285714285714284
166,2013,,,,,23,7,0,3.2857142857142856
167,2013,,,,,21,7,0,3.0
168,2013,,,,,24,7,0,3.4285714285714284
169,2013,,,,,21,7,0,3.0
170,2013,,,,,20,8,0,2.5
171,2013,,,,,17,8,0,2.125
172,2013,,,,,20,8,0,2.5
173,2013,,,,,18,8,0,2.25
174,2013,,,,,21,8,0,2.625
175,2013,,,,,21,8,0,2.625
176,2013,,,,,20,8,0,2.5
177,2013,,,,,18,8,0,2.25
178,2013,,,,,20,8,0,2.5
179,2013,,,,,20,8,0,2.5
180,2013,,,,,22,8,0,2.75
181,2013,,,,,19,8,0,2.375
182,2013,,,,,19,8,0,2.375
183,2013,,,,,20,8,0,2.5
184,2013,,,,,17,9,0,1.8888888888888888
185,2013,,,,,21,9,0,2.3333333333333335
186,2013,,,,,18,9,0,2.0
187,2013,,,,,20,9,0,2.2222222222222223
188,2013,,,,,15,9,0,1.6666666666666667
189,2013,,,,,16,9,0,1.7777777777777777
190,2013,,,,,16,9,0,1.7777777777777777
191,2013,,,,,19,9,0,2.111111111111111
192,2013,,,,,17,9,0,1.8888888888888888
193,2013,,,,,15,9,0,1.6666666666666667
194,2013,,,,,19,9,0,2.111111111111111
195,2013,,,,,19,9,0,2.111111111111111
196,2013,,,,,17,9,0,1.8888888888888888
197,2013,,,,,17,9,0,1.8888888888888888
198,2013,,,,,17,9,0,1.8888888888888888
199,2013,,,,,18,10,0,1.8
200,2013,,,,,17,10,0,1.7
201,2013,,,,,16,10,0,1.6
202,2013,,,,,17,10,0,1.7
203,2013,,,,,19,10,0,1.9
204,2013,,,,,18,10,0,1.8
205,2013,,,,,13,10,0,1.3
206,2013,,,,,18,10,0,1.8
207,2013,,,,,16,10,0,1.6
208,2013,,,,,18,10,0,1.8
209,2013,,,,,16,10,0,1.6
210,2013,,,,,16,10,0,1.6
211,2013,,,,,15,10,0,1.5
212,2013,,,,,16,10,0,1.6
213,2013,,,,,18,10,0,1.8
214,2013,,,,,17,10,0,1.7
215,2013,,,,,16,10,0,1.6
216,2013,,,,,16,10,0,1.6
217,2013,,,,,20,10,0,2.0
218,2013,,,,,15,11,0,1.3636363636363635
219,2013,,,,,14,11,0,1.2727272727272727
220,2013,,,,,16,11,0,1.4545454545454546
221,2013,,,,,15,11,0,1.3636363636363635
222,2013,,,,,16,11,0,1.4545454545454546
223,2013,,,,,18,11,0,1.6363636363636365
224,2013,,,,,17,11,0,1.5454545454545454
225,2013,,,,,14,11,0,1.2727272727272727
226,2013,,,,,15,11,0,1.3636363636363635
227,2013,,,,,15,11,0,1.3636363636363635
228,2013,,,,,12,11,0,1.0909090909090908
229,2013,,,,,15,11,0,1.3636363636363635
230,2013,,,,,17,11,0,1.5454545454545454
231,2013,,,,,13,11,0,1.1818181818181819
232,2013,,,,,16,11,0,1.4545454545454546
233,2013,,,,,14,11,0,1.2727272727272727
234,2013,,,,,14,11,0,1.2727272727272727
235,2013,,,,,15,11,0,1.3636363636363635
236,2013,,,,,14,11,0,1.2727272727272727
237,2013,,,,,18,12,0,1.5
238,2013,,,,,14,12,0,1.1666666666666667
239,2013,,,,,13,12,0,1.0833333333333333
240,2013,,,,,16,12,0,1.3333333333333333
241,2013,,,,,16,12,0,1.3333333333333333
242,2013,,,,,12,12,0,1.0
243,2013,,,,,14,12,0,1.1666666666666667
244,2013,,,,,16,12,0,1.3333333333333333
245,2013,,,,,14,12,0,1.1666666666666667
246,2013,,,,,13,12,0,1.0833333333333333
247,2013,,,,,14,12,0,1.1666666666666667
248,2013,,,,,15,12,0,1.25
249,2013,,,,,12,13,0,0.9230769230769231
250,2013,,,,,13,13,0,1.0
251,2013,,,,,15,13,0,1.1538461538461537
252,2013,,,,,14,13,0,1.0769230769230769
253,2013,,,,,14,13,0,1.0769230769230769
254,2013,,,,,11,13,0,0.8461538461538461
255,2013,,,,,14,13,0,1.0769230769230769
256,2013,,,,,14,13,0,1.0769230769230769
257,2013,,,,,12,13,0,0.9230769230769231
258,2013,,,,,12,13,0,0.9230769230769231
259,2013,,,,,15,13,0,1.1538461538461537
260,2013,,,,,12,13,0,0.9230769230769231
261,2013,,,,,14,13,0,1.0769230769230769
262,2013,,,,,12,13,0,0.9230769230769231
263,2013,,,,,13,13,0,1.0
264,2013,,,,,11,13,0,0.8461538461538461
265,2013,,,,,11,14,0,0.7857142857142857
266,2013,,,,,12,14,0,0.8571428571428571
267,2013,,,,,12,14,0,0.8571428571428571
268,2013,,,,,12,14,0,0.8571428571428571
269,2013,,,,,13,14,0,0.9285714285714286
270,2013,,,,,9,14,0,0.6428571428571429
271,2013,,,,,11,14,0,0.7857142857142857
272,2013,,,,,12,14,0,0.8571428571428571
273,2013,,,,,12,14,0,0.8571428571428571
274,2013,,,,,11,14,0,0.7857142857142857
275,2013,,,,,11,14,0,0.7857142857142857
276,2013,,,,,9,14,0,0.6428571428571429
277,2013,,,,,11,14,0,0.7857142857142857
278,2013,,,,,11,14,0,0.7857142857142857
279,2013,,,,,11,15,0,0.7333333333333333
280,2013,,,,,12,15,0,0.8
281,2013,,,,,11,15,0,0.7333333333333333
282,2013,,,,,10,15,0,0.6666666666666666
283,2013,,,,,13,15,0,0.8666666666666667
284,2013,,,,,11,15,0,0.7333333333333333
285,2013,,,,,10,15,0,0.6666666666666666
286,2013,,,,,8,15,0,0.5333333333333333
287,2013,,,,,10,15,0,0.6666666666666666
288,2013,,,,,11,15,0,0.7333333333333333
289,2013,,,,,12,15,0,0.8
290,2013,,,,,13,15,0,0.8666666666666667
291,2013,,,,,11,15,0,0.7333333333333333
292,2013,,,,,9,16,0,0.5625
293,2013,,,,,8,16,0,0.5
294,2013,,,,,9,16,0,0.5625
295,2013,,,,,10,16,0,0.625
296,2013,,,,,9,16,0,0.5625
297,2013,,,,,10,16,0,0.625
298,2013,,,,,10,16,0,0.625
299,2013,,,,,10,16,0,0.625
300,2013,,,,,9,17,0,0.5294117647058824
301,2013,,,,,8,17,0,0.47058823529411764
302,2013,,,,,8,17,0,0.47058823529411764
303,2013,,,,,9,17,0,0.5294117647058824
304,2013,,,,,8,17,0,0.47058823529411764
305,2013,,,,,8,17,0,0.47058823529411764
306,2013,,,,,8,17,0,0.47058823529411764
307,2013,,,,,8,17,0,0.47058823529411764
308,2013,,,,,6,17,0,0.35294117647058826
309,2013,,,,,8,17,0,0.47058823529411764
310,2013,,,,,8,17,0,0.47058823529411764
311,2013,,,,,9,17,0,0.5294117647058824
312,2013,,,,,8,17,0,0.47058823529411764
313,2013,,,,,7,18,0,0.3888888888888889
314,2013,,,,,4,18,0,0.2222222222222222
315,2013,,,,,7,18,0,0.3888888888888889
316,2013,,,,,7,18,0,0.3888888888888889
317,2013,,,,,5,18,0,0.2777777777777778
318,2013,,,,,8,18,0,0.4444444444444444
319,2013,,,,,8,18,0,0.4444444444444444
320,2013,,,,,8,18,0,0.4444444444444444
321,2013,,,,,6,19,0,0.3157894736842105
322,2013,,,,,6,19,0,0.3157894736842105
323,2013,,,,,6,19,0,0.3157894736842105
324,2013,,,,,7,19,0,0.3684210526315789
325,2013,,,,,6,19,0,0.3157894736842105
326,2013,,,,,6,19,0,0.3157894736842105
327,2013,,,,,6,19,0,0.3157894736842105
328,2013,,,,,6,19,0,0.3157894736842105
329,2013,,,,,5,20,0,0.25
330,2013,,,,,6,20,0,0.3
331,2013,,,,,5,20,0,0.25
332,2013,,,,,6,20,0,0.3
333,2013,,,,,4,21,0,0.19047619047619047
334,2013,,,,,4,21,0,0.19047619047619047
335,2013,,,,,4,21,0,0.19047619047619047
336,2013,,,,,4,22,0,0.18181818181818182
337,2013,,,,,1,22,0,0.045454545454545456
338,2013,,,,,2,22,0,0.09090909090909091
339,2013,,,,,2,23,0,0.08695652173913043
340,2013,,,,,2,23,0,0.08695652173913043
341,2013,,,,,1,24,0,0.041666666666666664
342,2013,,,,,1,24,0,0.041666666666666664
343,2013,Curry College,,,,5,20,0,0.25
344,2013,Keuka College,,,,6,17,0,0.35294117647058826
345,2013,Elmira College,,,,10,15,0,0.6666666666666666
346,2013,Gordon College,,,,18,11,0,1.6363636363636365
347,2013,Cornell College,,,,9,14,0,0.6428571428571429
348,2013,Emory University,,,,19,9,0,2.111111111111111
349,2013,Lakeland College,,,,19,8,0,2.375
350,2013,Wartburg College,,,,13,13,0,1.0
351,2013,Whittier College,,,,11,14,0,0.7857142857142857
352,2013,Lynchburg College,,,,17,9,0,1.8888888888888888
353,2013,Arcadia University,,,,9,16,0,0.5625
354,2013,Rockford University,,,,10,15,0,0.6666666666666666
355,2013,Whitworth University,,,,23,6,0,3.8333333333333335
356,2013,University of Puget Sound,,,,15,12,0,1.25
357,2013,Wilmington College (Ohio),,,,19,9,0,2.111111111111111
358,2013,York College (Pennsylvania),,,,5,20,0,0.25
359,2013,Augustana College (Illinois),,,,20,8,0,2.5
360,2013,East Texas Baptist University,,,,11,15,0,0.7333333333333333
361,2013,Bethany College (West Virginia),,,,21,6,0,3.5
362,2013,Wheaton College (Massachusetts),,,,9,15,0,0.6
363,2013,"University of Wisconsin, La Crosse",,,,17,10,0,1.7
364,2013,"University of Massachusetts, Boston",,,,6,20,0,0.3
365,2013,Franciscan University of Steubenville,,,,6,18,0,0.3333333333333333
366,2013,State University of New York Maritime College,,,,3,22,0,0.13636363636363635
367,2013,University of Evansville,Aces,EVAN,D1,14,19,0,0.7368421052631579
368,2013,University of San Francisco,Dons,SF,D1,21,12,0,1.75
369,2013,University of Tennessee at Chattanooga,Mocs,CHAT,D1,18,15,0,1.2
370,2013,Rice University,Owls,RICE,D1,7,23,0,0.30434782608695654
371,2013,Temple University,Owls,TEM,D1,9,22,0,0.4090909090909091
372,2013,Kennesaw State University,Owls,KENN,D1,6,25,0,0.24
373,2013,Florida Atlantic University,Owls,FAU,D1,10,22,0,0.45454545454545453
374,2013,Fordham University,Rams,FOR,D1,10,21,0,0.47619047619047616
375,2013,Colorado State University,Rams,CSU,D1,16,16,0,1.0
376,2013,University of Rhode Island,Rams,URI,D1,14,18,0,0.7777777777777778
377,2013,Virginia Commonwealth University,Rams,VCU,D1,26,9,0,2.888888888888889
378,2013,University of Utah,Utes,UTAH,D1,21,12,0,1.75
379,2013,University of Akron,Zips,AKR,D1,21,13,0,1.6153846153846154
380,2013,Long Beach State University,49ers,LBSU,D1,15,17,0,0.8823529411764706
381,2013,"University of North Carolina, Charlotte",49ers,CHAR,D1,17,14,0,1.2142857142857142
382,2013,Brown University,Bears,BRWN,D1,15,14,0,1.0714285714285714
383,2013,Baylor University,Bears,BAY,D1,26,12,0,2.1666666666666665
384,2013,Mercer University,Bears,MER,D1,27,9,0,3.0
385,2013,Morgan State University,Bears,MORG,D1,15,16,0,0.9375
386,2013,Missouri State University,Bears,MOSU,D1,20,13,0,1.5384615384615385
387,2013,University of Central Arkansas,Bears,CARK,D1,8,21,0,0.38095238095238093
388,2013,University of Northern Colorado,Bears,UNCO,D1,18,14,0,1.2857142857142858
389,2013,Howard University,Bison,HOW,D1,8,25,0,0.32
390,2013,Bucknell University,Bison,BUCK,D1,16,14,0,1.1428571428571428
391,2013,North Dakota State University,Bison,NDSU,D1,26,7,0,3.7142857142857144
392,2013,University of South Florida,Bulls,USF,D1,12,20,0,0.6
393,2013,"University at Buffalo, the State University of New York",Bulls,BUFF,D1,19,10,0,1.9
394,2013,University of Oregon,Ducks,ORE,D1,24,10,0,2.4
395,2013,Duquesne University,Dukes,DUQ,D1,13,17,0,0.7647058823529411
396,2013,James Madison University,Dukes,JMU,D1,11,20,0,0.55
397,2013,Iona College,Gaels,IONA,D1,22,11,0,2.0
398,2013,St. Mary's College of California,Gaels,SMC,D1,23,12,0,1.9166666666666667
399,2013,Monmouth University,Hawks,MONM,D1,11,21,0,0.5238095238095238
400,2013,University of Hartford,Hawks,HART,D1,17,16,0,1.0625
401,2013,Saint Joseph's University,Hawks,JOES,D1,24,10,0,2.4
402,2013,"University of Maryland, Eastern Shore",Hawks,UMES,D1,6,24,0,0.25
403,2013,Georgetown University,Hoyas,GTWN,D1,18,15,0,1.2
404,2013,Loyola Marymount University,Lions,LMU,D1,13,19,0,0.6842105263157895
405,2013,Southeastern Louisiana University,Lions,SELA,D1,12,18,0,0.6666666666666666
406,2013,Columbia University-Barnard College,Lions,CLMB,D1,21,13,0,1.6153846153846154
407,2013,University of New Mexico,Lobos,UNM,D1,27,7,0,3.857142857142857
408,2013,Northern Kentucky University,Norse,NKU,D1,9,21,0,0.42857142857142855
409,2013,Hofstra University,Pride,HOF,D1,10,23,0,0.43478260869565216
410,2013,Fairfield University,Stags,FAIR,D1,7,25,0,0.28
411,2013,College of William and Mary,Tribe,WM,D1,20,12,0,1.6666666666666667
412,2013,Pepperdine University,Waves,PEPP,D1,15,16,0,0.9375
413,2013,Utah State University,Aggies,USU,D1,18,14,0,1.2857142857142858
414,2013,New Mexico State University,Aggies,NMSU,D1,26,10,0,2.6
415,2013,"University of California, Davis",Aggies,UCD,D1,9,22,0,0.4090909090909091
416,2013,North Carolina A&T State University,Aggies,NCAT,D1,9,23,0,0.391304347826087
417,2013,"Texas A&M University, College Station",Aggies,TXAM,D1,18,16,0,1.125
418,2013,San Diego State University,Aztecs,SDSU,D1,31,5,0,6.2
419,2013,Lipscomb University,Bisons,LIP,D1,15,15,0,1.0
420,2013,Bradley University,Braves,BRAD,D1,12,20,0,0.6
421,2013,Alcorn State University,Braves,ALCN,D1,12,19,0,0.631578947368421
422,2013,Rider University,Broncs,RID,D1,14,17,0,0.8235294117647058
423,2013,Belmont University,Bruins,BEL,D1,26,10,0,2.6
424,2013,"University of California, Los Angeles",Bruins,UCLA,D1,28,9,0,3.111111111111111
425,2013,Northwestern State University,Demons,NWST,D1,17,14,0,1.2142857142857142
426,2013,Boston College,Eagles,BC,D1,8,24,0,0.3333333333333333
427,2013,American University,Eagles,AMER,D1,20,13,0,1.5384615384615385
428,2013,Winthrop University,Eagles,WIN,D1,20,13,0,1.5384615384615385
429,2013,Coppin State University,Eagles,COPP,D1,12,20,0,0.6
430,2013,Morehead State University,Eagles,MORE,D1,20,14,0,1.4285714285714286
431,2013,Eastern Michigan University,Eagles,EMU,D1,22,15,0,1.4666666666666666
432,2013,Georgia Southern University,Eagles,GASO,D1,15,19,0,0.7894736842105263
433,2013,Eastern Washington University,Eagles,EWU,D1,15,16,0,0.9375
434,2013,Florida Gulf Coast University,Eagles,FGCU,D1,22,13,0,1.6923076923076923
435,2013,North Carolina Central University,Eagles,NCCU,D1,28,6,0,4.666666666666667
436,2013,Liberty University,Flames,LIB,D1,11,21,0,0.5238095238095238
437,2013,University of Illinois at Chicago,Flames,UIC,D1,6,25,0,0.24
438,2013,University of Dayton,Flyers,DAY,D1,26,11,0,2.3636363636363638
439,2013,Providence College,Friars,PROV,D1,23,12,0,1.9166666666666667
440,2013,University of Florida,Gators,FLA,D1,36,3,0,12.0
441,2013,Virginia Polytechnic Institute & State University,Hokies,VT,D1,9,22,0,0.4090909090909091
442,2013,University of Texas at El Paso,Miners,UTEP,D1,23,11,0,2.090909090909091
443,2013,Syracuse University,Orange,SYR,D1,28,6,0,4.666666666666667
444,2013,University of Portland,Pilots,PORT,D1,15,16,0,0.9375
445,2013,Murray State University,Racers,MURR,D1,23,11,0,2.090909090909091
